datetime,predicted,actual,predicted_smoothed
2025-04-08 03:45:00,760.80963,772.6,742.87787
2025-04-08 03:50:00,759.54034,727.9,742.87787
2025-04-08 03:55:00,746.5175,692.6,742.87787
2025-04-08 04:00:00,658.04474,670.85,739.05975
2025-04-08 04:05:00,729.3997,678.85,739.05975
2025-04-08 04:10:00,780.17426,691.0,739.05975
2025-04-08 04:15:00,788.5828,692.6,745.79803
2025-04-08 04:20:00,733.1326,688.0,745.79803
2025-04-08 04:25:00,1383.626,751.4,804.57434
2025-04-08 04:30:00,743.0601,793.85,804.57434
2025-04-08 04:35:00,633.6596,743.4,804.57434
2025-04-08 04:40:00,574.0186,679.0,758.4632
2025-04-08 04:45:00,602.2288,679.2,727.2163
2025-04-08 04:50:00,670.4904,678.2,715.87115
2025-04-08 04:55:00,671.0286,732.1500000000001,715.87115
2025-04-08 05:00:00,702.8947,687.2,715.87115
2025-04-08 05:05:00,847.1762,680.9,720.6229
2025-04-08 05:10:00,665.85016,674.65,720.6229
2025-04-08 05:15:00,1651.892,757.8,804.03625
2025-04-08 05:20:00,824.5335,770.7,804.03625
2025-04-08 05:25:00,458.54904,739.0,804.03625
2025-04-08 05:30:00,554.51337,685.5,754.13165
2025-04-08 05:35:00,408.76926,723.05,685.0592
2025-04-08 05:40:00,493.68332,693.2,646.78406
2025-04-08 05:45:00,448.2668,690.4,607.0806
2025-04-08 05:50:00,450.71774,681.9,607.0806
2025-04-08 05:55:00,502.89328,687.7,607.0806
2025-04-08 06:00:00,1462.6663,763.6,1011.9457
2025-04-08 06:05:00,503.45114,755.4,757.6984
2025-04-08 06:10:00,502.00705,758.8,629.8527
2025-04-08 06:15:00,494.94797,673.4,562.4003
2025-04-08 06:20:00,536.5312,676.3,549.46576
2025-04-08 06:25:00,404.89792,681.6,477.18182
2025-04-08 06:30:00,475.00168,699.7000000000002,476.09174
2025-04-08 06:35:00,586.4246,685.4,531.2582
2025-04-08 06:40:00,707.9008,684.7,619.57947
2025-04-08 06:45:00,692.0573,680.5,655.81836
2025-04-08 06:50:00,885.2337,760.8,770.526
2025-04-08 06:55:00,655.56366,746.4,713.0448
2025-04-08 07:00:00,574.2044,714.75,643.62463
2025-04-08 07:05:00,617.502,673.8,630.56335
2025-04-08 07:10:00,551.5932,685.4,591.07825
2025-04-08 07:15:00,663.2675,648.3,627.17285
2025-04-08 07:20:00,584.3144,670.65,605.74365
2025-04-08 07:25:00,735.13434,639.45,670.43896
2025-04-08 07:30:00,917.0079,646.5,793.7234
2025-04-08 07:35:00,1215.1855,716.3,1004.45447
2025-04-08 07:40:00,614.418,744.3,809.4363
2025-04-08 07:45:00,740.72076,711.4,775.0785
2025-04-08 07:50:00,798.43915,641.1,786.7588
2025-04-08 07:55:00,856.2972,663.4,821.52795
2025-04-08 08:00:00,730.01263,683.4,775.77026
2025-04-08 08:05:00,838.0295,648.0,806.8999
2025-04-08 08:10:00,815.75214,641.9,811.32605
2025-04-08 08:15:00,1116.6321,659.1,963.97906
2025-04-08 08:20:00,942.63995,643.85,953.3095
2025-04-08 08:25:00,871.7684,724.1,912.53894
2025-04-08 08:30:00,928.0317,741.4,920.2853
2025-04-08 08:35:00,897.35516,1326.25,908.8202
2025-04-08 08:40:00,1272.0509,1540.4,1090.4355
2025-04-08 08:45:00,1471.5723,1490.3,1281.0039
2025-04-08 08:50:00,1280.4788,1530.7,1280.7413
2025-04-08 08:55:00,1423.8234,1455.8,1352.2823
2025-04-08 09:00:00,1482.8612,1550.65,1417.5718
2025-04-08 09:05:00,1693.0911,1461.3,1555.3314
2025-04-08 09:10:00,1934.7333,1625.8,1745.0323
2025-04-08 09:15:00,1666.8873,1604.7,1705.9598
2025-04-08 09:20:00,1763.2991,1748.5,1734.6294
2025-04-08 09:25:00,1853.3104,1821.0,1793.97
2025-04-08 09:30:00,1762.7345,1890.0,1778.3523
2025-04-08 09:35:00,2118.9353,1883.95,1948.6438
2025-04-08 09:40:00,1988.6979,1879.0,1968.6709
2025-04-08 09:45:00,2202.2832,2171.15,2085.477
2025-04-08 09:50:00,2322.1057,2217.55,2203.7915
2025-04-08 09:55:00,2981.3252,2282.3500000000004,2592.5583
2025-04-08 10:00:00,2299.491,2582.3,2446.0247
2025-04-08 10:05:00,2315.9485,2325.7,2380.9866
2025-04-08 10:10:00,2375.6226,2255.95,2378.3047
2025-04-08 10:15:00,2326.2073,2345.1666666666665,2352.2559
2025-04-08 10:20:00,2401.3347,2483.4,2376.7954
2025-04-08 10:25:00,2427.0835,2341.65,2401.9395
2025-04-08 10:30:00,2524.9902,2499.1,2463.4648
2025-04-08 10:35:00,2604.7168,2542.5,2534.0908
2025-04-08 10:40:00,2476.5364,2442.9,2505.3135
2025-04-08 10:45:00,2420.4006,2362.3,2462.857
2025-04-08 10:50:00,2512.4023,2569.75,2487.6296
2025-04-08 10:55:00,2461.0002,2421.5,2474.315
2025-04-08 11:00:00,2421.1082,2549.0,2447.7114
2025-04-08 11:05:00,2457.3896,2497.95,2452.5505
2025-04-08 11:10:00,2434.9575,2229.3,2443.754
2025-04-08 11:15:00,2449.96,2193.75,2446.857
2025-04-08 11:20:00,2455.2632,2083.4,2451.06
2025-04-08 11:25:00,2335.1892,1934.65,2393.1245
2025-04-08 11:30:00,2336.1387,2221.3,2364.6316
2025-04-08 11:35:00,2219.1116,2142.2,2291.8716
2025-04-08 11:40:00,2203.55,2102.1,2247.711
2025-04-08 11:45:00,2217.2083,1984.8,2232.4595
2025-04-08 11:50:00,2146.2383,1953.7,2189.3489
2025-04-08 11:55:00,2018.3872,1841.75,2103.8682
2025-04-08 12:00:00,2139.2183,2082.1,2121.5432
2025-04-08 12:05:00,2123.7715,2020.0,2122.6572
2025-04-08 12:10:00,2145.2478,2107.8,2133.9526
2025-04-08 12:15:00,2655.2568,2129.1,2394.6047
2025-04-08 12:20:00,2097.592,2022.25,2246.0984
2025-04-08 12:25:00,2139.8992,2165.4,2192.9988
2025-04-08 12:30:00,2065.2139,2182.1000000000004,2129.1064
2025-04-08 12:35:00,2040.9846,2093.3,2085.0454
2025-04-08 12:40:00,1984.8112,2059.45,2034.9282
2025-04-08 12:45:00,1898.626,1774.6,1966.7771
2025-04-08 12:50:00,1980.7286,1763.15,1973.7529
2025-04-08 12:55:00,1953.7268,1606.6333333333332,1963.7399
2025-04-08 13:00:00,1875.397,1892.1666666666667,1919.5684
2025-04-08 13:05:00,1900.3024,1704.5,1909.9353
2025-04-08 13:10:00,1737.1213,1658.0,1823.5283
2025-04-08 13:15:00,1551.6758,1657.0,1687.602
2025-04-08 13:20:00,1673.7644,1656.2,1680.6832
2025-04-08 13:25:00,1569.0559,1651.7,1624.8696
2025-04-08 13:30:00,1678.0422,1785.5,1651.4559
2025-04-08 13:35:00,1886.3969,1639.3,1768.9264
2025-04-08 13:40:00,1853.0272,1719.4,1810.9768
2025-04-08 13:45:00,2041.884,1673.9,1926.4304
2025-04-08 13:50:00,2080.3774,1907.65,2003.4039
2025-04-08 13:55:00,1903.9629,2031.7,1953.6833
2025-04-08 14:00:00,1948.4337,2031.1,1951.0586
2025-04-08 14:05:00,2045.5616,1992.6,1998.31
2025-04-08 14:10:00,1917.5994,1927.6,1957.9547
2025-04-08 14:15:00,2029.9001,2004.5,1993.9275
2025-04-08 14:20:00,2165.137,2156.3,2079.5322
2025-04-08 14:25:00,2377.9773,2362.7,2228.755
2025-04-08 14:30:00,2381.2463,2472.65,2305.0005
2025-04-08 14:35:00,2490.7002,2646.0,2397.8503
2025-04-08 14:40:00,2466.6875,2690.8,2432.269
2025-04-08 14:45:00,2425.428,2256.25,2428.8486
2025-04-08 14:50:00,2476.552,2422.2,2452.7002
2025-04-08 14:55:00,2511.505,2473.6000000000004,2482.1025
2025-04-08 15:00:00,2457.149,2339.3,2469.6257
2025-04-08 15:05:00,2605.856,2250.3500000000004,2537.7407
2025-04-08 15:10:00,2593.6453,2599.5,2565.6929
2025-04-08 15:15:00,2610.4902,2373.7,2588.0916
2025-04-08 15:20:00,2607.6968,2522.3,2597.894
2025-04-08 15:25:00,3274.234,2813.1,2936.064
2025-04-08 15:30:00,2645.4797,2457.0,2790.772
2025-04-08 15:35:00,2722.3306,2535.6,2756.5513
2025-04-08 15:40:00,,,
2025-04-08 15:45:00,,,
2025-04-08 15:50:00,,,
2025-04-08 15:55:00,,,
2025-04-08 16:00:00,,,
2025-04-08 16:05:00,,,
2025-04-08 16:10:00,,,
2025-04-08 16:15:00,,,
2025-04-08 16:20:00,,,
2025-04-08 16:25:00,,,
2025-04-08 16:30:00,,,
2025-04-08 16:35:00,,,
2025-04-08 16:40:00,,,
2025-04-08 16:45:00,,,
2025-04-08 16:50:00,,,
2025-04-08 16:55:00,,,
2025-04-08 17:00:00,,,
2025-04-08 17:05:00,,,
2025-04-08 17:10:00,,,
2025-04-08 17:15:00,,,
2025-04-08 17:20:00,,,
2025-04-08 17:25:00,,,
2025-04-08 17:30:00,,,
2025-04-08 17:35:00,,,
2025-04-08 17:40:00,,,
2025-04-08 17:45:00,,,
2025-04-08 17:50:00,,,
2025-04-08 17:55:00,,,
2025-04-08 18:00:00,,,
2025-04-08 18:05:00,,,
2025-04-08 18:10:00,,,
2025-04-08 18:15:00,,,
2025-04-08 18:20:00,,,
2025-04-08 18:25:00,,,
2025-04-08 18:30:00,,,
2025-04-08 18:35:00,,,
2025-04-08 18:40:00,,,
2025-04-08 18:45:00,,,
2025-04-08 18:50:00,,,
2025-04-08 18:55:00,,,
2025-04-08 19:00:00,,,
2025-04-08 19:05:00,,,
2025-04-08 19:10:00,,,
2025-04-08 19:15:00,,,
2025-04-08 19:20:00,,,
2025-04-08 19:25:00,,,
2025-04-08 19:30:00,,,
2025-04-08 19:35:00,,,
2025-04-08 19:40:00,,,
2025-04-08 19:45:00,,,
2025-04-08 19:50:00,,,
2025-04-08 19:55:00,,,
2025-04-08 20:00:00,,,
2025-04-08 20:05:00,,,
2025-04-08 20:10:00,,,
2025-04-08 20:15:00,,,
2025-04-08 20:20:00,,,
2025-04-08 20:25:00,,,
2025-04-08 20:30:00,,,
2025-04-08 20:35:00,,,
2025-04-08 20:40:00,,,
2025-04-08 20:45:00,,,
2025-04-08 20:50:00,,,
2025-04-08 20:55:00,,,
2025-04-08 21:00:00,,,
2025-04-08 21:05:00,,,
2025-04-08 21:10:00,,,
2025-04-08 21:15:00,,,
2025-04-08 21:20:00,,,
2025-04-08 21:25:00,,,
2025-04-08 21:30:00,,,
2025-04-08 21:35:00,,,
2025-04-08 21:40:00,,,
2025-04-08 21:45:00,,,
2025-04-08 21:50:00,,,
2025-04-08 21:55:00,,,
2025-04-08 22:00:00,,,
2025-04-08 22:05:00,,,
2025-04-08 22:10:00,,,
2025-04-08 22:15:00,,,
2025-04-08 22:20:00,,,
2025-04-08 22:25:00,,,
2025-04-08 22:30:00,,,
2025-04-08 22:35:00,,,
2025-04-08 22:40:00,,,
2025-04-08 22:45:00,,,
2025-04-08 22:50:00,,,
2025-04-08 22:55:00,,,
2025-04-08 23:00:00,,,
2025-04-08 23:05:00,,,
2025-04-08 23:10:00,,,
2025-04-08 23:15:00,,,
2025-04-08 23:20:00,,,
2025-04-08 23:25:00,,,
2025-04-08 23:30:00,,,
2025-04-08 23:35:00,,,
2025-04-08 23:40:00,,,
2025-04-08 23:45:00,,,
2025-04-08 23:50:00,,,
2025-04-08 23:55:00,,,
