datetime,predicted,actual,predicted_smoothed
2025-04-08 07:05:00,617.5373,673.8,630.588
2025-04-08 07:10:00,551.6601,685.4,591.124
2025-04-08 07:15:00,663.3204,648.3,627.22217
2025-04-08 07:20:00,584.35394,670.65,605.7881
2025-04-08 07:25:00,735.1314,639.45,670.4597
2025-04-08 07:30:00,917.02374,646.5,793.7417
2025-04-08 07:35:00,1215.2308,716.3,1004.48627
2025-04-08 07:40:00,614.51117,744.3,809.4987
2025-04-08 07:45:00,740.72845,711.4,775.1136
2025-04-08 07:50:00,798.4776,641.1,786.7956
2025-04-08 07:55:00,856.38226,663.4,821.5889
2025-04-08 08:00:00,730.06024,683.4,775.8246
2025-04-08 08:05:00,838.0976,648.0,806.96106
2025-04-08 08:10:00,815.82513,641.9,811.39307
2025-04-08 08:15:00,1116.6285,659.1,964.0108
2025-04-08 08:20:00,942.6855,643.85,953.34814
2025-04-08 08:25:00,871.77484,724.1,912.5615
2025-04-08 08:30:00,928.09125,741.4,920.3264
2025-04-08 08:35:00,897.41705,1326.25,908.8717
2025-04-08 08:40:00,1272.0618,1540.4,1090.4668
2025-04-08 08:45:00,1471.5999,1490.3,1281.0333
2025-04-08 08:50:00,1280.509,1530.7,1280.7712
2025-04-08 08:55:00,1423.8031,1455.8,1352.2871
2025-04-08 09:00:00,1482.8893,1550.65,1417.5881
2025-04-08 09:05:00,1693.1422,1461.3,1555.3652
2025-04-08 09:10:00,1934.7489,1625.8,1745.0571
2025-04-08 09:15:00,1666.913,1604.7,1705.9851
2025-04-08 09:20:00,1763.303,1748.5,1734.644
2025-04-08 09:25:00,1853.3313,1821.0,1793.9877
2025-04-08 09:30:00,1762.7858,1890.0,1778.3867
2025-04-08 09:35:00,2118.919,1883.95,1948.6528
2025-04-08 09:40:00,1988.7172,1879.0,1968.685
2025-04-08 09:45:00,2202.2961,2171.15,2085.4907
2025-04-08 09:50:00,2322.1362,2217.55,2203.8135
2025-04-08 09:55:00,2981.3813,2282.3500000000004,2592.5974
2025-04-08 10:00:00,2299.551,2582.3,2446.0742
2025-04-08 10:05:00,2316.0068,2325.7,2381.0405
2025-04-08 10:10:00,2375.67,2255.95,2378.3552
2025-04-08 10:15:00,2326.2263,2345.1666666666665,2352.2908
2025-04-08 10:20:00,2401.3484,2483.4,2376.8196
2025-04-08 10:25:00,2427.0964,2341.65,2401.958
2025-04-08 10:30:00,2524.9954,2499.1,2463.4766
2025-04-08 10:35:00,2604.7395,2542.5,2534.108
2025-04-08 10:40:00,2476.5588,2442.9,2505.3335
2025-04-08 10:45:00,2420.4045,2362.3,2462.8691
2025-04-08 10:50:00,2512.418,2569.75,2487.6436
2025-04-08 10:55:00,2461.0083,2421.5,2474.326
2025-04-08 11:00:00,2421.1428,2549.0,2447.7344
2025-04-08 11:05:00,2457.4014,2497.95,2452.5679
2025-04-08 11:10:00,2434.968,2229.3,2443.768
2025-04-08 11:15:00,2450.003,2193.75,2446.8855
2025-04-08 11:20:00,2455.2947,2083.4,2451.09
2025-04-08 11:25:00,2335.2124,1934.65,2393.1514
2025-04-08 11:30:00,2336.1606,2221.3,2364.656
2025-04-08 11:35:00,2219.119,2142.2,2291.8875
2025-04-08 11:40:00,2203.581,2102.1,2247.7344
2025-04-08 11:45:00,2217.2146,1984.8,2232.4746
2025-04-08 11:50:00,2146.2551,1953.7,2189.3647
2025-04-08 11:55:00,2018.4194,1841.75,2103.892
2025-04-08 12:00:00,2139.2312,2082.1,2121.5615
2025-04-08 12:05:00,2123.7935,2020.0,2122.6775
2025-04-08 12:10:00,2145.268,2107.8,2133.9727
2025-04-08 12:15:00,2655.2922,2129.1,2394.6323
2025-04-08 12:20:00,2097.6294,2022.25,2246.1309
2025-04-08 12:25:00,2139.9106,2165.4,2193.0208
2025-04-08 12:30:00,2065.2542,2182.1000000000004,2129.1375
2025-04-08 12:35:00,2041.0127,2093.3,2085.0752
2025-04-08 12:40:00,1984.8372,2059.45,2034.9562
2025-04-08 12:45:00,1898.6078,1774.6,1966.782
2025-04-08 12:50:00,1980.7811,1763.15,1973.7815
2025-04-08 12:55:00,1953.7463,1606.6333333333332,1963.7639
2025-04-08 13:00:00,1875.4404,1892.1666666666667,1919.6022
2025-04-08 13:05:00,1900.3163,1704.5,1909.9592
2025-04-08 13:10:00,1737.1562,1658.0,1823.5577
2025-04-08 13:15:00,1551.734,1657.0,1687.6459
2025-04-08 13:20:00,1673.8241,1656.2,1680.735
2025-04-08 13:25:00,1569.1001,1651.7,1624.9175
2025-04-08 13:30:00,1678.0828,1785.5,1651.5001
2025-04-08 13:35:00,1886.439,1639.3,1768.9695
2025-04-08 13:40:00,1853.0623,1719.4,1811.0159
2025-04-08 13:45:00,2041.9009,1673.9,1926.4584
2025-04-08 13:50:00,2080.3843,1907.65,2003.4214
2025-04-08 13:55:00,1903.9846,2031.7,1953.703
2025-04-08 14:00:00,1948.4749,2031.1,1951.0889
2025-04-08 14:05:00,2045.573,1992.6,1998.3309
2025-04-08 14:10:00,1917.6249,1927.6,1957.9779
2025-04-08 14:15:00,2029.9297,2004.5,1993.9539
2025-04-08 14:20:00,2165.1577,2156.3,2079.5557
2025-04-08 14:25:00,2378.02,2362.7,2228.7878
2025-04-08 14:30:00,2381.258,2472.65,2305.023
2025-04-08 14:35:00,2490.7378,2646.0,2397.8804
2025-04-08 14:40:00,2466.6858,2690.8,2432.2832
2025-04-08 14:45:00,2425.4563,2256.25,2428.8696
2025-04-08 14:50:00,2476.5852,2422.2,2452.7275
2025-04-08 14:55:00,2511.527,2473.6000000000004,2482.1274
2025-04-08 15:00:00,2457.1636,2339.3,2469.6455
2025-04-08 15:05:00,2605.869,2250.3500000000004,2537.7573
2025-04-08 15:10:00,2593.676,2599.5,2565.7168
2025-04-08 15:15:00,2610.5046,2373.7,2588.1108
2025-04-08 15:20:00,2607.7195,2522.3,2597.915
2025-04-08 15:25:00,3274.3162,2813.1,2936.1157
2025-04-08 15:30:00,2645.4875,2457.0,2790.8018
2025-04-08 15:35:00,2722.3418,2535.6,2756.5718
2025-04-08 15:40:00,,,
2025-04-08 15:45:00,,,
2025-04-08 15:50:00,,,
2025-04-08 15:55:00,,,
2025-04-08 16:00:00,,,
2025-04-08 16:05:00,,,
2025-04-08 16:10:00,,,
2025-04-08 16:15:00,,,
2025-04-08 16:20:00,,,
2025-04-08 16:25:00,,,
2025-04-08 16:30:00,,,
2025-04-08 16:35:00,,,
2025-04-08 16:40:00,,,
2025-04-08 16:45:00,,,
2025-04-08 16:50:00,,,
2025-04-08 16:55:00,,,
2025-04-08 17:00:00,,,
2025-04-08 17:05:00,,,
2025-04-08 17:10:00,,,
2025-04-08 17:15:00,,,
2025-04-08 17:20:00,,,
2025-04-08 17:25:00,,,
2025-04-08 17:30:00,,,
2025-04-08 17:35:00,,,
2025-04-08 17:40:00,,,
2025-04-08 17:45:00,,,
2025-04-08 17:50:00,,,
2025-04-08 17:55:00,,,
2025-04-08 18:00:00,,,
2025-04-08 18:05:00,,,
2025-04-08 18:10:00,,,
2025-04-08 18:15:00,,,
2025-04-08 18:20:00,,,
2025-04-08 18:25:00,,,
2025-04-08 18:30:00,,,
2025-04-08 18:35:00,,,
2025-04-08 18:40:00,,,
2025-04-08 18:45:00,,,
2025-04-08 18:50:00,,,
2025-04-08 18:55:00,,,
2025-04-08 19:00:00,,,
2025-04-08 19:05:00,,,
2025-04-08 19:10:00,,,
2025-04-08 19:15:00,,,
2025-04-08 19:20:00,,,
2025-04-08 19:25:00,,,
2025-04-08 19:30:00,,,
2025-04-08 19:35:00,,,
2025-04-08 19:40:00,,,
2025-04-08 19:45:00,,,
2025-04-08 19:50:00,,,
2025-04-08 19:55:00,,,
2025-04-08 20:00:00,,,
2025-04-08 20:05:00,,,
2025-04-08 20:10:00,,,
2025-04-08 20:15:00,,,
2025-04-08 20:20:00,,,
2025-04-08 20:25:00,,,
2025-04-08 20:30:00,,,
2025-04-08 20:35:00,,,
2025-04-08 20:40:00,,,
2025-04-08 20:45:00,,,
2025-04-08 20:50:00,,,
2025-04-08 20:55:00,,,
2025-04-08 21:00:00,,,
2025-04-08 21:05:00,,,
2025-04-08 21:10:00,,,
2025-04-08 21:15:00,,,
2025-04-08 21:20:00,,,
2025-04-08 21:25:00,,,
2025-04-08 21:30:00,,,
2025-04-08 21:35:00,,,
2025-04-08 21:40:00,,,
2025-04-08 21:45:00,,,
2025-04-08 21:50:00,,,
2025-04-08 21:55:00,,,
2025-04-08 22:00:00,,,
2025-04-08 22:05:00,,,
2025-04-08 22:10:00,,,
2025-04-08 22:15:00,,,
2025-04-08 22:20:00,,,
2025-04-08 22:25:00,,,
2025-04-08 22:30:00,,,
2025-04-08 22:35:00,,,
2025-04-08 22:40:00,,,
2025-04-08 22:45:00,,,
2025-04-08 22:50:00,,,
2025-04-08 22:55:00,,,
2025-04-08 23:00:00,,,
2025-04-08 23:05:00,,,
2025-04-08 23:10:00,,,
2025-04-08 23:15:00,,,
2025-04-08 23:20:00,,,
2025-04-08 23:25:00,,,
2025-04-08 23:30:00,,,
2025-04-08 23:35:00,,,
2025-04-08 23:40:00,,,
2025-04-08 23:45:00,,,
2025-04-08 23:50:00,,,
2025-04-08 23:55:00,,,
