timestamp,load
2025-03-09 01:25:00,
2025-03-09 01:26:00,
2025-03-09 01:27:00,
2025-03-09 01:28:00,
2025-03-09 01:29:00,
2025-03-09 01:30:00,
2025-03-09 01:31:00,
2025-03-09 01:32:00,
2025-03-09 01:33:00,
2025-03-09 01:34:00,
2025-03-09 01:35:00,
2025-03-09 01:36:00,
2025-03-09 01:37:00,
2025-03-09 01:38:00,
2025-03-09 01:39:00,
2025-03-09 01:40:00,
2025-03-09 01:41:00,
2025-03-09 01:42:00,
2025-03-09 01:43:00,
2025-03-09 01:44:00,
2025-03-09 01:45:00,
2025-03-09 01:46:00,
2025-03-09 01:47:00,
2025-03-09 01:48:00,
2025-03-09 01:49:00,
2025-03-09 01:50:00,
2025-03-09 01:51:00,
2025-03-09 01:52:00,
2025-03-09 01:53:00,
2025-03-09 01:54:00,
2025-03-09 01:55:00,
2025-03-09 01:56:00,
2025-03-09 01:57:00,
2025-03-09 01:58:00,
2025-03-09 01:59:00,
2025-03-09 02:00:00,
2025-03-09 02:01:00,
2025-03-09 02:02:00,
2025-03-09 02:03:00,
2025-03-09 02:04:00,
2025-03-09 02:05:00,
2025-03-09 02:06:00,
2025-03-09 02:07:00,
2025-03-09 02:08:00,
2025-03-09 02:09:00,
2025-03-09 02:10:00,
2025-03-09 02:11:00,
2025-03-09 02:12:00,
2025-03-09 02:13:00,
2025-03-09 02:14:00,
2025-03-09 02:15:00,
2025-03-09 02:16:00,
2025-03-09 02:17:00,
2025-03-09 02:18:00,
2025-03-09 02:19:00,
2025-03-09 02:20:00,
2025-03-09 02:21:00,
2025-03-09 02:22:00,
2025-03-09 02:23:00,
2025-03-09 02:24:00,
2025-03-09 02:25:00,
2025-03-09 02:26:00,
2025-03-09 02:27:00,
2025-03-09 02:28:00,
2025-03-09 02:29:00,
2025-03-09 02:30:00,
2025-03-09 02:31:00,
2025-03-09 02:32:00,
2025-03-09 02:33:00,
2025-03-09 02:34:00,
2025-03-09 02:35:00,
2025-03-09 02:36:00,
2025-03-09 02:37:00,
2025-03-09 02:38:00,
2025-03-09 02:39:00,
2025-03-09 02:40:00,
2025-03-09 02:41:00,
2025-03-09 02:42:00,
2025-03-09 02:43:00,
2025-03-09 02:44:00,
2025-03-09 02:45:00,
2025-03-09 02:46:00,
2025-03-09 02:47:00,
2025-03-09 02:48:00,
2025-03-09 02:49:00,
2025-03-09 02:50:00,
2025-03-09 02:51:00,
2025-03-09 02:52:00,
2025-03-09 02:53:00,
2025-03-09 02:54:00,
2025-03-09 02:55:00,
2025-03-09 02:56:00,
2025-03-09 02:57:00,
2025-03-09 02:58:00,
2025-03-09 02:59:00,
2025-03-09 03:00:00,
2025-03-09 03:01:00,
2025-03-09 03:02:00,
2025-03-09 03:03:00,
2025-03-09 03:04:00,
2025-03-09 03:05:00,
2025-03-09 03:06:00,
2025-03-09 03:07:00,
2025-03-09 03:08:00,
2025-03-09 03:09:00,
2025-03-09 03:10:00,
2025-03-09 03:11:00,
2025-03-09 03:12:00,
2025-03-09 03:13:00,
2025-03-09 03:14:00,
2025-03-09 03:15:00,
2025-03-09 03:16:00,
2025-03-09 03:17:00,
2025-03-09 03:18:00,
2025-03-09 03:19:00,
2025-03-09 03:20:00,
2025-03-09 03:21:00,
2025-03-09 03:22:00,
2025-03-09 03:23:00,
2025-03-09 03:24:00,
2025-03-09 03:25:00,
2025-03-09 03:26:00,
2025-03-09 03:27:00,
2025-03-09 03:28:00,
2025-03-09 03:29:00,
2025-03-09 03:30:00,
2025-03-09 03:31:00,
2025-03-09 03:32:00,
2025-03-09 03:33:00,
2025-03-09 03:34:00,
2025-03-09 03:35:00,
2025-03-09 03:36:00,
2025-03-09 03:37:00,
2025-03-09 03:38:00,
2025-03-09 03:39:00,
2025-03-09 03:40:00,
2025-03-09 03:41:00,
2025-03-09 03:42:00,
2025-03-09 03:43:00,
2025-03-09 03:44:00,
2025-03-09 03:45:00,
2025-03-09 03:46:00,
2025-03-09 03:47:00,
2025-03-09 03:48:00,
2025-03-09 03:49:00,
2025-03-09 03:50:00,
2025-03-09 03:51:00,
2025-03-09 03:52:00,
2025-03-09 03:53:00,
2025-03-09 03:54:00,
2025-03-09 03:55:00,
2025-03-09 03:56:00,
2025-03-09 03:57:00,
2025-03-09 03:58:00,
2025-03-09 03:59:00,
2025-03-09 04:00:00,
2025-03-09 04:01:00,
2025-03-09 04:02:00,
2025-03-09 04:03:00,
2025-03-09 04:04:00,
2025-03-09 04:05:00,
2025-03-09 04:06:00,
2025-03-09 04:07:00,
2025-03-09 04:08:00,
2025-03-09 04:09:00,
2025-03-09 04:10:00,
2025-03-09 04:11:00,
2025-03-09 04:12:00,
2025-03-09 04:13:00,
2025-03-09 04:14:00,
2025-03-09 04:15:00,
2025-03-09 04:16:00,
2025-03-09 04:17:00,
2025-03-09 04:18:00,
2025-03-09 04:19:00,
2025-03-09 04:20:00,
2025-03-09 04:21:00,
2025-03-09 04:22:00,
2025-03-09 04:23:00,
2025-03-09 04:24:00,
2025-03-09 04:25:00,
2025-03-09 04:26:00,
2025-03-09 04:27:00,
2025-03-09 04:28:00,
2025-03-09 04:29:00,
2025-03-09 04:30:00,
2025-03-09 04:31:00,918.0
2025-03-09 04:32:00,828.4
2025-03-09 04:33:00,828.4
2025-03-09 04:34:00,828.4
2025-03-09 04:35:00,831.8
2025-03-09 04:36:00,824.5
2025-03-09 04:37:00,824.5
2025-03-09 04:38:00,824.5
2025-03-09 04:39:00,937.7
2025-03-09 04:40:00,873.9
2025-03-09 04:41:00,873.9
2025-03-09 04:42:00,873.9
2025-03-09 04:43:00,881.35
2025-03-09 04:44:00,881.35
2025-03-09 04:45:00,877.3
2025-03-09 04:46:00,877.3
2025-03-09 04:47:00,877.3
2025-03-09 04:48:00,945.9
2025-03-09 04:49:00,832.7
2025-03-09 04:50:00,905.5
2025-03-09 04:51:00,905.5
2025-03-09 04:52:00,905.5
2025-03-09 04:53:00,826.7
2025-03-09 04:54:00,826.7
2025-03-09 04:55:00,845.6
2025-03-09 04:56:00,826.0
2025-03-09 04:57:00,826.0
2025-03-09 04:58:00,895.0
2025-03-09 04:59:00,895.0
2025-03-09 05:00:00,897.8
2025-03-09 05:01:00,827.0
2025-03-09 05:02:00,827.0
2025-03-09 05:03:00,2544.1
2025-03-09 05:04:00,2544.1
2025-03-09 05:05:00,952.2
2025-03-09 05:06:00,893.7
2025-03-09 05:07:00,971.7
2025-03-09 05:08:00,971.7
2025-03-09 05:09:00,971.7
2025-03-09 05:10:00,929.9
2025-03-09 05:11:00,929.9
2025-03-09 05:12:00,929.9
2025-03-09 05:13:00,929.9
2025-03-09 05:14:00,904.6
2025-03-09 05:15:00,881.3
2025-03-09 05:16:00,924.3
2025-03-09 05:17:00,924.3
2025-03-09 05:18:00,924.3
2025-03-09 05:19:00,924.3
2025-03-09 05:20:00,860.8
2025-03-09 05:21:00,830.0
2025-03-09 05:22:00,830.0
2025-03-09 05:23:00,830.0
2025-03-09 05:24:00,944.7
2025-03-09 05:25:00,922.75
2025-03-09 05:26:00,922.75
2025-03-09 05:27:00,922.75
2025-03-09 05:28:00,922.75
2025-03-09 05:29:00,831.9
2025-03-09 05:30:00,851.4
2025-03-09 05:31:00,952.4
2025-03-09 05:32:00,952.4
2025-03-09 05:33:00,952.4
2025-03-09 05:34:00,952.4
2025-03-09 05:35:00,875.7
2025-03-09 05:36:00,875.7
2025-03-09 05:37:00,875.7
2025-03-09 05:38:00,895.85
2025-03-09 05:39:00,895.85
2025-03-09 05:40:00,876.5666666666666
2025-03-09 05:41:00,876.5666666666666
2025-03-09 05:42:00,876.5666666666666
2025-03-09 05:43:00,876.5666666666666
2025-03-09 05:44:00,876.5666666666666
2025-03-09 05:45:00,864.9
2025-03-09 05:46:00,830.7
2025-03-09 05:47:00,1406.5
2025-03-09 05:48:00,1406.5
2025-03-09 05:49:00,1406.5
2025-03-09 05:50:00,960.0
2025-03-09 05:51:00,960.0
2025-03-09 05:52:00,901.5
2025-03-09 05:53:00,901.5
2025-03-09 05:54:00,901.5
2025-03-09 05:55:00,919.9
2025-03-09 05:56:00,919.9
2025-03-09 05:57:00,974.9
2025-03-09 05:58:00,974.9
2025-03-09 05:59:00,836.7
2025-03-09 06:00:00,889.4
2025-03-09 06:01:00,900.2
2025-03-09 06:02:00,900.2
2025-03-09 06:03:00,900.2
2025-03-09 06:04:00,818.7
2025-03-09 06:05:00,837.2
2025-03-09 06:06:00,837.2
2025-03-09 06:07:00,905.7
2025-03-09 06:08:00,905.7
2025-03-09 06:09:00,817.2
2025-03-09 06:10:00,862.9
2025-03-09 06:11:00,862.9
2025-03-09 06:12:00,818.5
2025-03-09 06:13:00,896.0
2025-03-09 06:14:00,896.0
2025-03-09 06:15:00,834.2
2025-03-09 06:16:00,894.9
2025-03-09 06:17:00,894.9
2025-03-09 06:18:00,894.9
2025-03-09 06:19:00,894.9
2025-03-09 06:20:00,831.8499999999999
2025-03-09 06:21:00,831.8499999999999
2025-03-09 06:22:00,831.8499999999999
2025-03-09 06:23:00,831.8499999999999
2025-03-09 06:24:00,831.8499999999999
2025-03-09 06:25:00,891.6
2025-03-09 06:26:00,891.6
2025-03-09 06:27:00,891.6
2025-03-09 06:28:00,824.0
2025-03-09 06:29:00,824.0
2025-03-09 06:30:00,856.6
2025-03-09 06:31:00,824.2
2025-03-09 06:32:00,969.7
2025-03-09 06:33:00,969.7
2025-03-09 06:34:00,969.7
2025-03-09 06:35:00,917.4
2025-03-09 06:36:00,928.8
2025-03-09 06:37:00,928.8
2025-03-09 06:38:00,928.8
2025-03-09 06:39:00,928.8
2025-03-09 06:40:00,915.6
2025-03-09 06:41:00,915.6
2025-03-09 06:42:00,946.2
2025-03-09 06:43:00,946.2
2025-03-09 06:44:00,817.0
2025-03-09 06:45:00,852.7
2025-03-09 06:46:00,852.7
2025-03-09 06:47:00,851.95
2025-03-09 06:48:00,851.95
2025-03-09 06:49:00,851.95
2025-03-09 06:50:00,834.5
2025-03-09 06:51:00,859.85
2025-03-09 06:52:00,859.85
2025-03-09 06:53:00,859.85
2025-03-09 06:54:00,859.85
2025-03-09 06:55:00,868.1500000000001
2025-03-09 06:56:00,868.1500000000001
2025-03-09 06:57:00,818.0
2025-03-09 06:58:00,818.0
2025-03-09 06:59:00,818.0
2025-03-09 07:00:00,855.6
2025-03-09 07:01:00,855.6
2025-03-09 07:02:00,855.6
2025-03-09 07:03:00,855.6
2025-03-09 07:04:00,849.3
2025-03-09 07:05:00,847.7
2025-03-09 07:06:00,847.7
2025-03-09 07:07:00,867.5
2025-03-09 07:08:00,811.0
2025-03-09 07:09:00,811.0
2025-03-09 07:10:00,835.0
2025-03-09 07:11:00,845.35
2025-03-09 07:12:00,845.35
2025-03-09 07:13:00,845.35
2025-03-09 07:14:00,845.35
2025-03-09 07:15:00,871.6
2025-03-09 07:16:00,1507.6
2025-03-09 07:17:00,1507.6
2025-03-09 07:18:00,1507.6
2025-03-09 07:19:00,1507.6
2025-03-09 07:20:00,941.2
2025-03-09 07:21:00,941.2
2025-03-09 07:22:00,941.2
2025-03-09 07:23:00,935.45
2025-03-09 07:24:00,935.45
2025-03-09 07:25:00,896.4
2025-03-09 07:26:00,959.0
2025-03-09 07:27:00,959.0
2025-03-09 07:28:00,959.0
2025-03-09 07:29:00,816.4
2025-03-09 07:30:00,831.2
2025-03-09 07:31:00,831.2
2025-03-09 07:32:00,856.45
2025-03-09 07:33:00,856.45
2025-03-09 07:34:00,856.45
2025-03-09 07:35:00,865.9
2025-03-09 07:36:00,813.0
2025-03-09 07:37:00,813.0
2025-03-09 07:38:00,813.0
2025-03-09 07:39:00,881.0
2025-03-09 07:40:00,823.6
2025-03-09 07:41:00,823.6
2025-03-09 07:42:00,823.6
2025-03-09 07:43:00,896.0
2025-03-09 07:44:00,896.0
2025-03-09 07:45:00,845.8000000000001
2025-03-09 07:46:00,845.8000000000001
2025-03-09 07:47:00,845.8000000000001
2025-03-09 07:48:00,845.8000000000001
2025-03-09 07:49:00,845.8000000000001
2025-03-09 07:50:00,833.8
2025-03-09 07:51:00,833.8
2025-03-09 07:52:00,822.0
2025-03-09 07:53:00,822.0
2025-03-09 07:54:00,886.0
2025-03-09 07:55:00,863.7
2025-03-09 07:56:00,863.7
2025-03-09 07:57:00,863.7
2025-03-09 07:58:00,857.7
2025-03-09 07:59:00,857.7
2025-03-09 08:00:00,837.25
2025-03-09 08:01:00,837.25
2025-03-09 08:02:00,1034.5
2025-03-09 08:03:00,1034.5
2025-03-09 08:04:00,1034.5
2025-03-09 08:05:00,899.4
2025-03-09 08:06:00,899.4
2025-03-09 08:07:00,962.5
2025-03-09 08:08:00,962.5
2025-03-09 08:09:00,885.7
2025-03-09 08:10:00,970.6
2025-03-09 08:11:00,970.6
2025-03-09 08:12:00,970.6
2025-03-09 08:13:00,970.6
2025-03-09 08:14:00,819.7
2025-03-09 08:15:00,863.0
2025-03-09 08:16:00,818.7
2025-03-09 08:17:00,818.7
2025-03-09 08:18:00,818.7
2025-03-09 08:19:00,886.5
2025-03-09 08:20:00,866.8
2025-03-09 08:21:00,866.8
2025-03-09 08:22:00,815.7
2025-03-09 08:23:00,891.2
2025-03-09 08:24:00,891.2
2025-03-09 08:25:00,887.5
2025-03-09 08:26:00,887.5
2025-03-09 08:27:00,907.4
2025-03-09 08:28:00,817.5
2025-03-09 08:29:00,817.5
2025-03-09 08:30:00,820.95
2025-03-09 08:31:00,820.95
2025-03-09 08:32:00,820.95
2025-03-09 08:33:00,820.95
2025-03-09 08:34:00,904.5
2025-03-09 08:35:00,829.7
2025-03-09 08:36:00,818.0
2025-03-09 08:37:00,818.0
2025-03-09 08:38:00,818.0
2025-03-09 08:39:00,906.2
2025-03-09 08:40:00,849.1
2025-03-09 08:41:00,849.1
2025-03-09 08:42:00,811.2
2025-03-09 08:43:00,901.7
2025-03-09 08:44:00,901.7
2025-03-09 08:45:00,827.75
2025-03-09 08:46:00,827.75
2025-03-09 08:47:00,827.75
2025-03-09 08:48:00,827.75
2025-03-09 08:49:00,963.0
2025-03-09 08:50:00,952.2
2025-03-09 08:51:00,952.2
2025-03-09 08:52:00,952.2
2025-03-09 08:53:00,952.2
2025-03-09 08:54:00,895.2
2025-03-09 08:55:00,933.3
2025-03-09 08:56:00,991.0
2025-03-09 08:57:00,991.0
2025-03-09 08:58:00,991.0
2025-03-09 08:59:00,821.7
2025-03-09 09:00:00,868.7
2025-03-09 09:01:00,868.7
2025-03-09 09:02:00,819.0
2025-03-09 09:03:00,819.0
2025-03-09 09:04:00,1471.3
2025-03-09 09:05:00,1434.8
2025-03-09 09:06:00,1391.8
2025-03-09 09:07:00,1391.8
2025-03-09 09:08:00,1391.8
2025-03-09 09:09:00,1588.0
2025-03-09 09:10:00,1454.5
2025-03-09 09:11:00,1454.5
2025-03-09 09:12:00,1454.5
2025-03-09 09:13:00,1406.4
2025-03-09 09:14:00,1584.6
2025-03-09 09:15:00,1572.75
2025-03-09 09:16:00,1572.75
2025-03-09 09:17:00,1572.75
2025-03-09 09:18:00,1572.75
2025-03-09 09:19:00,1476.8
2025-03-09 09:20:00,1504.6
2025-03-09 09:21:00,1582.0
2025-03-09 09:22:00,1582.0
2025-03-09 09:23:00,1582.0
2025-03-09 09:24:00,1455.4
2025-03-09 09:25:00,1480.7
2025-03-09 09:26:00,1480.7
2025-03-09 09:27:00,1522.6
2025-03-09 09:28:00,1522.6
2025-03-09 09:29:00,1522.6
2025-03-09 09:30:00,1501.6
2025-03-09 09:31:00,1501.6
2025-03-09 09:32:00,1501.6
2025-03-09 09:33:00,1501.6
2025-03-09 09:34:00,1655.5
2025-03-09 09:35:00,1553.4
2025-03-09 09:36:00,1531.1
2025-03-09 09:37:00,1668.0
2025-03-09 09:38:00,1668.0
2025-03-09 09:39:00,1668.0
2025-03-09 09:40:00,1590.4
2025-03-09 09:41:00,1624.5
2025-03-09 09:42:00,1624.5
2025-03-09 09:43:00,1624.5
2025-03-09 09:44:00,1470.1
2025-03-09 09:45:00,1481.35
2025-03-09 09:46:00,1481.35
2025-03-09 09:47:00,1481.35
2025-03-09 09:48:00,1481.35
2025-03-09 09:49:00,1553.3
2025-03-09 09:50:00,1479.9
2025-03-09 09:51:00,1479.9
2025-03-09 09:52:00,1574.6
2025-03-09 09:53:00,1463.0
2025-03-09 09:54:00,1463.0
2025-03-09 09:55:00,1468.9
2025-03-09 09:56:00,1594.5
2025-03-09 09:57:00,1594.5
2025-03-09 09:58:00,1594.5
2025-03-09 09:59:00,1594.5
2025-03-09 10:00:00,1495.4
2025-03-09 10:01:00,1495.4
2025-03-09 10:02:00,1495.4
2025-03-09 10:03:00,1459.8
2025-03-09 10:04:00,1559.5
2025-03-09 10:05:00,1527.2
2025-03-09 10:06:00,1566.0
2025-03-09 10:07:00,1566.0
2025-03-09 10:08:00,1566.0
2025-03-09 10:09:00,1458.8
2025-03-09 10:10:00,1482.0
2025-03-09 10:11:00,1470.9
2025-03-09 10:12:00,1470.9
2025-03-09 10:13:00,1555.0
2025-03-09 10:14:00,1555.0
2025-03-09 10:15:00,1510.6
2025-03-09 10:16:00,1510.6
2025-03-09 10:17:00,1472.3
2025-03-09 10:18:00,3166.6
2025-03-09 10:19:00,3166.6
2025-03-09 10:20:00,1600.2
2025-03-09 10:21:00,1600.2
2025-03-09 10:22:00,1593.15
2025-03-09 10:23:00,1593.15
2025-03-09 10:24:00,1593.15
2025-03-09 10:25:00,1587.8
2025-03-09 10:26:00,1587.8
2025-03-09 10:27:00,1587.8
2025-03-09 10:28:00,1587.8
2025-03-09 10:29:00,1573.55
2025-03-09 10:30:00,1549.0
2025-03-09 10:31:00,1493.5
2025-03-09 10:32:00,1493.5
2025-03-09 10:33:00,1493.5
2025-03-09 10:34:00,1629.6
2025-03-09 10:35:00,1573.0
2025-03-09 10:36:00,1573.8
2025-03-09 10:37:00,1485.4
2025-03-09 10:38:00,1485.4
2025-03-09 10:39:00,1485.4
2025-03-09 10:40:00,1523.5
2025-03-09 10:41:00,1523.5
2025-03-09 10:42:00,1523.5
2025-03-09 10:43:00,1523.5
2025-03-09 10:44:00,1561.1
2025-03-09 10:45:00,1550.0
2025-03-09 10:46:00,1580.5
2025-03-09 10:47:00,1580.5
2025-03-09 10:48:00,1580.5
2025-03-09 10:49:00,1494.0
2025-03-09 10:50:00,1552.0
2025-03-09 10:51:00,1552.0
2025-03-09 10:52:00,1552.0
2025-03-09 10:53:00,1437.1
2025-03-09 10:54:00,1437.1
2025-03-09 10:55:00,1452.65
2025-03-09 10:56:00,1452.65
2025-03-09 10:57:00,1452.65
2025-03-09 10:58:00,1532.0
2025-03-09 10:59:00,1532.0
2025-03-09 11:00:00,1485.3
2025-03-09 11:01:00,1450.3
2025-03-09 11:02:00,1450.3
2025-03-09 11:03:00,1580.5
2025-03-09 11:04:00,1580.5
2025-03-09 11:05:00,1592.1
2025-03-09 11:06:00,1592.1
2025-03-09 11:07:00,1592.1
2025-03-09 11:08:00,1592.1
2025-03-09 11:09:00,1509.5
2025-03-09 11:10:00,1591.2
2025-03-09 11:11:00,1591.2
2025-03-09 11:12:00,1591.2
2025-03-09 11:13:00,1591.2
2025-03-09 11:14:00,1489.8
2025-03-09 11:15:00,1517.25
2025-03-09 11:16:00,1517.25
2025-03-09 11:17:00,1517.25
2025-03-09 11:18:00,1385.0
2025-03-09 11:19:00,1385.0
2025-03-09 11:20:00,1400.45
2025-03-09 11:21:00,1400.45
2025-03-09 11:22:00,1400.45
2025-03-09 11:23:00,1400.45
2025-03-09 11:24:00,1484.5
2025-03-09 11:25:00,1454.85
2025-03-09 11:26:00,1454.85
2025-03-09 11:27:00,1454.85
2025-03-09 11:28:00,1377.0
2025-03-09 11:29:00,1377.0
2025-03-09 11:30:00,1412.8
2025-03-09 11:31:00,1478.0
2025-03-09 11:32:00,1478.0
2025-03-09 11:33:00,1478.0
2025-03-09 11:34:00,1478.0
2025-03-09 11:35:00,1444.25
2025-03-09 11:36:00,1444.25
2025-03-09 11:37:00,1444.25
2025-03-09 11:38:00,1444.25
2025-03-09 11:39:00,1352.6
2025-03-09 11:40:00,1409.8
2025-03-09 11:41:00,1445.0
2025-03-09 11:42:00,1445.0
2025-03-09 11:43:00,1445.0
2025-03-09 11:44:00,1349.1
2025-03-09 11:45:00,1360.2
2025-03-09 11:46:00,1360.2
2025-03-09 11:47:00,1352.0
2025-03-09 11:48:00,3270.1
2025-03-09 11:49:00,3270.1
2025-03-09 11:50:00,1474.7
2025-03-09 11:51:00,1483.6
2025-03-09 11:52:00,1483.6
2025-03-09 11:53:00,1420.6
2025-03-09 11:54:00,1420.6
2025-03-09 11:55:00,1446.0
2025-03-09 11:56:00,1514.3
2025-03-09 11:57:00,1418.4
2025-03-09 11:58:00,1418.4
2025-03-09 11:59:00,1418.4
2025-03-09 12:00:00,1459.4
2025-03-09 12:01:00,1459.4
2025-03-09 12:02:00,1459.4
2025-03-09 12:03:00,1349.0
2025-03-09 12:04:00,1349.0
2025-03-09 12:05:00,1379.4
2025-03-09 12:06:00,1379.4
2025-03-09 12:07:00,1379.4
2025-03-09 12:08:00,1675.0
2025-03-09 12:09:00,1675.0
2025-03-09 12:10:00,1620.5
2025-03-09 12:11:00,1620.5
2025-03-09 12:12:00,1620.5
2025-03-09 12:13:00,1620.5
2025-03-09 12:14:00,1553.0
2025-03-09 12:15:00,1570.0
2025-03-09 12:16:00,1550.5
2025-03-09 12:17:00,1705.1
2025-03-09 12:18:00,1705.1
2025-03-09 12:19:00,1705.1
2025-03-09 12:20:00,1592.9
2025-03-09 12:21:00,1550.9
2025-03-09 12:22:00,1550.9
2025-03-09 12:23:00,1617.1
2025-03-09 12:24:00,1617.1
2025-03-09 12:25:00,1612.65
2025-03-09 12:26:00,1612.65
2025-03-09 12:27:00,1548.9
2025-03-09 12:28:00,1548.9
2025-03-09 12:29:00,1548.9
2025-03-09 12:30:00,1577.4
2025-03-09 12:31:00,1549.8
2025-03-09 12:32:00,1549.8
2025-03-09 12:33:00,1726.8
2025-03-09 12:34:00,1726.8
2025-03-09 12:35:00,1647.7
2025-03-09 12:36:00,1647.7
2025-03-09 12:37:00,1618.6
2025-03-09 12:38:00,1618.6
2025-03-09 12:39:00,1690.0
2025-03-09 12:40:00,1645.5
2025-03-09 12:41:00,1645.5
2025-03-09 12:42:00,1688.1
2025-03-09 12:43:00,1688.1
2025-03-09 12:44:00,1688.1
2025-03-09 12:45:00,1638.5
2025-03-09 12:46:00,1638.5
2025-03-09 12:47:00,1638.5
2025-03-09 12:48:00,1638.5
2025-03-09 12:49:00,1548.8
2025-03-09 12:50:00,1572.6
2025-03-09 12:51:00,1619.3
2025-03-09 12:52:00,1619.3
2025-03-09 12:53:00,1619.3
2025-03-09 12:54:00,1619.3
2025-03-09 12:55:00,1589.5
2025-03-09 12:56:00,1624.9
2025-03-09 12:57:00,1553.4
2025-03-09 12:58:00,1553.4
2025-03-09 12:59:00,1553.4
2025-03-09 13:00:00,1595.4
2025-03-09 13:01:00,1631.0
2025-03-09 13:02:00,1631.0
2025-03-09 13:03:00,1631.0
2025-03-09 13:04:00,1553.1
2025-03-09 13:05:00,1606.4
2025-03-09 13:06:00,1606.4
2025-03-09 13:07:00,1606.4
2025-03-09 13:08:00,1643.4
2025-03-09 13:09:00,1554.0
2025-03-09 13:10:00,1594.9666666666665
2025-03-09 13:11:00,1594.9666666666665
2025-03-09 13:12:00,1594.9666666666665
2025-03-09 13:13:00,1594.9666666666665
2025-03-09 13:14:00,1594.9666666666665
2025-03-09 13:15:00,1634.0
2025-03-09 13:16:00,1634.0
2025-03-09 13:17:00,1287.75
2025-03-09 13:18:00,1287.75
2025-03-09 13:19:00,1287.75
2025-03-09 13:20:00,1111.9
2025-03-09 13:21:00,1111.9
2025-03-09 13:22:00,1149.5
2025-03-09 13:23:00,1050.0
2025-03-09 13:24:00,1050.0
2025-03-09 13:25:00,1071.5
2025-03-09 13:26:00,1071.5
2025-03-09 13:27:00,1125.0
2025-03-09 13:28:00,1125.0
2025-03-09 13:29:00,989.4
2025-03-09 13:30:00,1028.1
2025-03-09 13:31:00,1081.0
2025-03-09 13:32:00,1081.0
2025-03-09 13:33:00,1081.0
2025-03-09 13:34:00,982.5
2025-03-09 13:35:00,1046.5
2025-03-09 13:36:00,1046.5
2025-03-09 13:37:00,1046.5
2025-03-09 13:38:00,779.0
2025-03-09 13:39:00,779.0
2025-03-09 13:40:00,840.6
2025-03-09 13:41:00,912.5
2025-03-09 13:42:00,912.5
2025-03-09 13:43:00,912.5
2025-03-09 13:44:00,912.5
2025-03-09 13:45:00,831.6333333333333
2025-03-09 13:46:00,831.6333333333333
2025-03-09 13:47:00,831.6333333333333
2025-03-09 13:48:00,831.6333333333333
2025-03-09 13:49:00,831.6333333333333
2025-03-09 13:50:00,787.6
2025-03-09 13:51:00,787.6
2025-03-09 13:52:00,787.6
2025-03-09 13:53:00,816.55
2025-03-09 13:54:00,816.55
2025-03-09 13:55:00,797.2
2025-03-09 13:56:00,797.2
2025-03-09 13:57:00,797.2
2025-03-09 13:58:00,782.2
2025-03-09 13:59:00,846.9
2025-03-09 14:00:00,860.3
2025-03-09 14:01:00,860.3
2025-03-09 14:02:00,784.4
2025-03-09 14:03:00,994.0
2025-03-09 14:04:00,994.0
2025-03-09 14:05:00,900.9
2025-03-09 14:06:00,900.9
